Sr_No,Location_Coordinates,Hospital_Name,Specialties,Address_Original_First_Line,State,District,Pincode,Telephone,Mobile_Number,Emergency_Num,Facilities,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Latitude,Longitude
11394,"23.3644346, 85.3497794",Capital Hospitaland Reserch Centre,[],"Old H.B Road,Kantatoli",Jharkhand,Ranchi,834001.0,,,,,,,,23.3644346,85.3497794
11395,"23.3440997, 85.309562",Chootanagpur Nursing Home,[],Karam Toli Chowk,Jharkhand,Ranchi,834001.0,,,,,,,,23.3440997,85.309562
11397,"23.3759982, 85.3334847",Cosy Care,[],"57D, Cicular Road, Burdwan , Compound",Jharkhand,Ranchi,834001.0,,,,,,,,23.3759982,85.3334847
11398,"23.373434, 85.338819",Debuka Nursing Home,[],"Burdwan Compound,Lalpur",Jharkhand,Ranchi,834001.0,,,,,,,,23.373434,85.338819
11399,"23.3554359, 85.381919",Dwarika Hospital and Research Centre,[],"Jorar, Purulia Road, Namkum",Jharkhand,Ranchi,834001.0,,,,,,,,23.3554359,85.381919
11400,"23.3440997, 85.309562",Eye Care Centre,[],Lalpur Chowk,Jharkhand,Ranchi,834001.0,,,,,,,,23.3440997,85.309562
11401,"23.5734821, 85.1317295",Gandhi Nursing Home,[],"Omedanda, Burmu",Jharkhand,Ranchi,834001.0,,,,,,,,23.5734821,85.1317295
11402,"23.3958025, 85.3818146",Golmohar Hospital,[],"Dumardagga, Nh-33, Booty Road",Jharkhand,Ranchi,834001.0,,,,,,,,23.3958025,85.3818146
11403,"23.3485363, 85.3283465",Guru Nanak Hospital and Research Centre,[],Station Road,Jharkhand,Ranchi,834001.0,,,,,,,,23.3485363,85.3283465
11405,"23.3725753, 85.3314058",Jagannath Life Care Pvt Ltd,[],"20, East Jail Road, Tharpakna",Jharkhand,Ranchi,834001.0,,,,,,,,23.3725753,85.3314058
11406,"23.3698654, 85.3336167",Jinwani Hospital,[],"Udhaw Babu Street , Tharpakna",Jharkhand,Ranchi,834001.0,,,,,,,,23.3698654,85.3336167
11407,"23.372806, 85.631288",Jonha Hospital,[],Jonha,Jharkhand,Ranchi,834001.0,,,,,,,,23.372806,85.631288
11408,"23.373572, 85.3371531",K. C. Roy Memorial Hospital,[],"50, Circular Road",Jharkhand,Ranchi,834001.0,,,,,,,,23.373572,85.3371531
11409,"23.373434, 85.338819",Kamal Eye Clinic,[],"35, Burdwan Compound",Jharkhand,Ranchi,834001.0,,,,,,,,23.373434,85.338819
11410,"23.3320779, 86.365208",Kashyap Memorial Eye Hospital - Ranchi,[],"Purulia Road, Near Sandhya Cinema",Jharkhand,Ranchi,834001.0,,,,,,,,23.3320779,86.365208
11411,"23.373572, 85.3371531",Krishna Nursing Home,[],"53, Circular Road, Lalpur",Jharkhand,Ranchi,834001.0,,,,,,,,23.373572,85.3371531
11412,"23.3440997, 85.309562",Kumar Nursing Home,[],,Jharkhand,Khunti,834001.0,,,,,,,,23.3440997,85.309562
11413,"51.7520209, -1.2577263",Life Line Nursing Home,[],"Pragati Path, Makchund Toli Near Oxford Public School",Jharkhand,Ranchi,834001.0,,,,,,,,51.7520209,-1.2577263
11414,"23.4586973, 85.0921648",Mandar Referral Hospital,[],Mandar,Jharkhand,Ranchi,834001.0,,,,,,,,23.4586973,85.0921648
11415,"23.3440997, 85.309562",Matri Prerna Eye Hospital,[],"Kokar, H.B.Road",Jharkhand,Ranchi,834001.0,,,,,,,,23.3440997,85.309562
11416,"23.3539057, 85.3285727",Mundu Nursing Home,[],Club Road,Jharkhand,Ranchi,834001.0,,,,,,,,23.3539057,85.3285727
11417,"23.3440997, 85.309562",Nagarmal Modi Seve Sadan,[],Nagarmal Modi Path,Jharkhand,Ranchi,834001.0,,,,,,,,23.3440997,85.309562
11420,"23.3725753, 85.3314058",Prabhawathi Hospital,[],East Jail Road,Jharkhand,Ranchi,834001.0,,,,,,,,23.3725753,85.3314058
11422,"23.4068927, 85.3154361",Radium Cancer Hospital,[],"192 A, Kanke Road",Jharkhand,Ranchi,834001.0,,,,,,,,23.4068927,85.3154361
11423,"23.3440997, 85.309562",Raj Hospital And Research Centre,[],Main Road,Jharkhand,Ranchi,834001.0,,,,,,,,23.3440997,85.309562
11424,"23.3440997, 85.309562",Rama Nursing Home,[],Main Road,Jharkhand,Ranchi,834001.0,,,,,,,,23.3440997,85.309562
11425,"24.848682, 67.0219635",Ranchi Pals Centre,[],"East Avenue ,Kutchery Road",Jharkhand,Ranchi,834001.0,,,,,,,,24.848682,67.0219635
11427,"23.3644346, 85.3497794",Ranchi Surgicare Centre,[],"Ramzan Colony, Old H B Road, Kantatoli",Jharkhand,Ranchi,834001.0,,,,,,,,23.3644346,85.3497794
11429,"29.1610183, 75.757729",Rjsior Hospital,[],"H.B.Road, Plaza Chowk",Jharkhand,Ranchi,834001.0,,,,,,,,29.1610183,75.757729
11431,"24.4763201, 86.6913222",Sadar Hospital,[],"Civil Surgeon, Sadar Hospital, Deoghar",Jharkhand,Ranchi,834001.0,,,,,,,,24.4763201,86.6913222
11432,"23.3815535, 85.3246757",Sahu Nursing Home,[],"36,Radium Road",Jharkhand,Ranchi,834001.0,,,,,,,,23.3815535,85.3246757
11434,"23.9966213, 85.3691068",Santevita Hospital - Ranchi,[],Hazaribagh Road Near Firayalal Chowk,Jharkhand,Ranchi,834001.0,,,,,,,,23.9966213,85.3691068
11435,"23.3573231, 85.321376",Sevalaya,[],"Opp Marwari College , Hindpiri",Jharkhand,Ranchi,834001.0,,,,,,,,23.3573231,85.321376
11438,"23.3484396, 85.8511827",Silli Nursing Home,[],Silli,Jharkhand,Ranchi,834001.0,,,,,,,,23.3484396,85.8511827
11439,"29.1321415, 75.7475416",Sisir Seva Sadn,[],Near Plaza Chowk Main Road,Jharkhand,Ranchi,834001.0,,,,,,,,29.1321415,75.7475416
11440,"23.3725753, 85.3314058",Sisir Sewa Kendra,[],"Jail Road, East, Tharpakhna",Jharkhand,Ranchi,834001.0,,,,,,,,23.3725753,85.3314058
11441,"23.3705802, 85.3413187",St. Joseph Nursing Home,[],"Peace Road, Lalpur",Jharkhand,Ranchi,834001.0,,,,,,,,23.3705802,85.3413187
11442,"22.8047994, 86.2050072",Steel City Clinic and Research Center,[],Puralia Road Puralia Road,Jharkhand,Ranchi,834001.0,,,,,,,,22.8047994,86.2050072
11443,"23.3440997, 85.309562",Vikash Sewa Niketan Hospital and Research Center,[],"Neori Vikash, Bit",Jharkhand,Ranchi,834001.0,,,,,,,,23.3440997,85.309562
11446,"23.3552463, 85.307311",Balaji Clinic and R C,[],"H-57, Argora Housing Colony",Jharkhand,Ranchi,834002.0,,,,,,,,23.3552463,85.307311
11450,"23.3276229, 85.321376",Lakshmi Nursing Home,[],"Main Road, Hinoo",Jharkhand,Ranchi,834002.0,,,,,,,,23.3276229,85.321376
11452,"23.350385, 85.301778",Om Nursing Home and Research Centre,[],Near Argora Bypass Chowk,Jharkhand,Ranchi,834002.0,,,,,,,,23.350385,85.301778
11453,"23.3731438, 85.3241367",Rinchi Hospital,[],Gopal Complex. Kutchery Road,Jharkhand,Ranchi,834002.0,,,,,,,,23.3731438,85.3241367
11454,"23.3492255, 85.3094188",Singh Eye Care,[],"C-259, Road No-1, Ashok Nagar",Jharkhand,Ranchi,834002.0,,,,,,,,23.3492255,85.3094188
11455,"23.3440997, 85.309562",Smt. Rampatidevi Smriti Netralaya,[],"Hb Road, Tharpakhna",Jharkhand,Ranchi,834002.0,,,,,,,,23.3440997,85.309562
11456,"23.3440997, 85.309562",St Barnabas Hospital,[],Ranchi,Jharkhand,Ranchi,834002.0,,,,,,,,23.3440997,85.309562
11460,"23.3843326, 85.299224",Choudhary Nursing Home,[],"Devi Mandap Road , Ratu Road",Jharkhand,Ranchi,834005.0,,,,,,,,23.3843326,85.299224
11462,"23.4042222, 85.3006956",Jeevan Jyoti Health Centre,[],"Jhiri Road,Pandra",Jharkhand,Ranchi,834005.0,,,,,,,,23.4042222,85.3006956
11464,"23.4345371, 85.321376",Kanke General Hospital And Research Centre Pvt Ltd,[],Block Chowk Kanke,Jharkhand,Ranchi,834006.0,,,,,,,,23.4345371,85.321376
11465,"23.4345371, 85.321376",PHC Kanke,[],Kanke,Jharkhand,Ranchi,834006.0,,,,,,,,23.4345371,85.321376
11466,"23.4136433, 85.3162079",Mungraj Gulraj Sarawgi Seva Niketan,[],Kanke Road,Jharkhand,Ranchi,834008.0,,,,,,,,23.4136433,85.3162079
11469,"23.388335, 85.331726",Rani Childern Hospital and Reserch Centre,[],Bariatu Road(Near Karamtoli Chowk),Jharkhand,Ranchi,834008.0,,,,,,,,23.388335,85.331726
11472,"23.3272824, 85.3696205",PHC Namkum,[],Namkum,Jharkhand,Ranchi,834010.0,,,,,,,,23.3272824,85.3696205
11473,"23.3484396, 85.8511827",PHC Silli,[],Silli,Jharkhand,Ranchi,835102.0,,,,,,,,23.3484396,85.8511827
11474,"23.3597729, 85.4237694",Mahadevi Birla Hospital and Research Center,[],"Village-Arra, Po-Mahilong Via Tatisilwai",Jharkhand,Ranchi,835103.0,,,,,,,,23.3597729,85.4237694
11475,"23.4051886, 85.4852488",PHC Angara,[],Angara,Jharkhand,Ranchi,835103.0,,,,,,,,23.4051886,85.4852488
11476,"23.4051886, 85.4852488",Rupsona Hospital and Research Centre,[],Hesal Angara,Jharkhand,Ranchi,835103.0,,,,,,,,23.4051886,85.4852488
11477,"23.3440997, 85.309562",Singhpur Nursing Home,[],Murhi,Jharkhand,Ranchi,835103.0,,,,,,,,23.3440997,85.309562
11478,"23.3004095, 85.0155499",PHC Bero,[],Bero,Jharkhand,Ranchi,835202.0,,,,,,,,23.3004095,85.0155499
11479,"23.1599999, 85.5869352",PHC Bundu,[],Bundu,Jharkhand,Ranchi,835204.0,,,,,,,,23.1599999,85.5869352
11480,"23.3440997, 85.309562",PHC Sonahatu,[],Sonhatu,Jharkhand,Ranchi,835204.0,,,,,,,,23.3440997,85.309562
11481,"23.0759915, 85.2838929",Daya Sagar,[],Torpa Road Toli,Jharkhand,Khunti,835210.0,,,,,,,,23.0759915,85.2838929
11482,"23.0710655, 85.2802348",Life Line Health Care Centre,[],Bhagat Singh Chowk,Jharkhand,Khunti,835210.0,,,,,,,,23.0710655,85.2802348
11483,"23.3440997, 85.309562",Parau Memorial Medical Centre,[],Angrabari,Jharkhand,khunti,835210.0,,,,,,,,23.3440997,85.309562
11484,"23.3440997, 85.309562",PHC Khunti,[],,Jharkhand,khunti,835210.0,,,,,,,,23.3440997,85.309562
11485,"23.3440997, 85.309562",Sarvangin Gramin Vikas Sanstha,[],,Jharkhand,khunti,835210.0,,,,,,,,23.3440997,85.309562
11486,"23.4586973, 85.0921648",Holly Family Hospital,[],P.O- Mandar,Jharkhand,Ranchi,835214.0,,,,,,,,23.4586973,85.0921648
11487,"23.5734821, 85.1317295",PHC Burmu,[],Burmu,Jharkhand,Ranchi,835214.0,,,,,,,,23.5734821,85.1317295
11488,"23.504769, 84.977203",PHC Chanho,[],Chanho,Jharkhand,Ranchi,835214.0,,,,,,,,23.504769,84.977203
11490,"23.4839689, 85.4790703",PHC Ormanjhi,[],Ormanjhi,Jharkhand,Ranchi,835219.0,,,,,,,,23.4839689,85.4790703
11491,"23.4189785, 85.2209249",PHC Ratu,[],Ratu,Jharkhand,Ranchi,835222.0,,,,,,,,23.4189785,85.2209249
11494,"23.0504367, 85.6550471",PHC Tamar,[],Tamar,Jharkhand,Ranchi,835225.0,,,,,,,,23.0504367,85.6550471
11495,"23.1080433, 84.9427335",PHC Lapung,[],Lapung,Jharkhand,Ranchi,835234.0,,,,,,,,23.1080433,84.9427335
11500,"23.4004584, 85.3555111",Rajendra Institute of Medical Sciences,[],"Rajendra Medical College and Hospital, Rajendra Institute of Medical Sciences Bariatu, Ranchi, Jharkhand",Jharkhand,Ranchi,834009.0,,,,,Public/ Government,Medical College / Institute,Allopathic,23.4004584,85.3555111
11501,"24.8566197, 87.7775631","Primary Health Centre, Barharwa",[],"Primary Health Centre, Barharwa",Jharkhand,Sahibganj,816101.0,,,,,,,,24.8566197,87.7775631
11502,"24.8710755, 87.6556468",Prem Jyoti Community Hospital,[],"Chandragodda, P.O. Baramasia",Jharkhand,Sahibganj,816102.0,,,,,,,,24.8710755,87.6556468
11503,"25.2455839, 87.6304586",Surya Nursing Home,[],J.N.Roy Road,Jharkhand,Sahibganj,816109.0,,,,,,,,25.2455839,87.6304586
11516,"22.7023346, 85.9278993",Chc Saraikela,[],,Jharkhand,Seraikella-Kharsawan,833219.0,,,,,,,,22.7023346,85.9278993
11521,"22.6499173, 84.9219115",PHC Bano,[],Bano,Jharkhand,Simdega,835223.0,,,,,,,,22.6499173,84.9219115
11522,"22.5676514, 84.8111658",PHC Jaldega,[],Jaldega,Jharkhand,Simdega,835223.0,,,,,,,,22.5676514,84.8111658
11523,"22.7004696, 84.6936702",PHC Kolebira,[],Kolebira,Jharkhand,Simdega,835223.0,,,,,,,,22.7004696,84.6936702
11524,"22.5454031, 84.1197643",PHC Kurdeg,[],Block-Kurdeg,Jharkhand,Simdega,835223.0,,,,,,,,22.5454031,84.1197643
11525,"22.4302233, 84.3450028",PHC Bolba,[],Bolba,Jharkhand,Simdega,835226.0,,,,,,,,22.4302233,84.3450028
11527,"22.7907697, 86.1661178",Nu-Life Nursing Home,[],"Tata Kandra Main Rd, Shy Chowk Adityapur",Jharkhand,West Singhbhum,831013.0,,,,,,,,22.7907697,86.1661178
11529,"22.7907697, 86.1661178",Shiva Nursing Home,[],"3, River View Colony, Opposite R-Type, Adityapur-1",Jharkhand,West Singhbhum,831013.0,,,,,,,,22.7907697,86.1661178
11530,"22.8045665, 86.2028754",Siddhesh Swastaya Sevashlya Pvt Ltd,[],"Cuz - 2 Adityapur Jamshedpur Seraikela, Khrsawa",Jharkhand,West Singhbhum,831013.0,,,,,,,,22.8045665,86.2028754
11531,"22.6803063, 85.6120255",Dr Pradhans Health Center,[],"Thana Road, Chakradharpur",Jharkhand,West Singhbhum,833102.0,,,,,,,,22.6803063,85.6120255
11537,"13.0386153, 77.5923759",Allamaprabhu Hi-Tech Hospital,[],"Patel Layout,Station Road",Karnataka,Bagalkot,587101.0,,,,,,,,13.0386153,77.5923759
11538,"17.4644611, 78.5031095",Baragi Hospital,[],"Near Durga Vihar, Rajiv Ghandhi Rd",Karnataka,Bagalkot,587101.0,,,,,,,,17.4644611,78.5031095
11539,"16.1725355, 75.6557206",Bhadra Nursing Home,[],Gandhi Nagar,Karnataka,Bagalkot,587101.0,,,,,,,,16.1725355,75.6557206
11543,"16.1725355, 75.6557206",Dr. V.N.Joshi Memorial Hospital,[],,Karnataka,Bagalkot,587101.0,,,,,,,,16.1725355,75.6557206
11545,"16.1725355, 75.6557206",Mane Hospital and Research Centre,[],Near Railwaystation,Karnataka,Bagalkot,587101.0,,,,,,,,16.1725355,75.6557206
11548,"16.1725355, 75.6557206",S N Mc and H S K Hospital,[],,Karnataka,Bagalkot,587101.0,,,,,,,,16.1725355,75.6557206
11549,"23.7446955, 90.3679297",Shanthi Hospital,[],"166 A/1A, Near Old I.B, Extension Area",Karnataka,Bagalkot,587101.0,,,,,,,,23.7446955,90.3679297
11550,"16.1725355, 75.6557206",Shri Venkateswara Hospital,[],Shabadhi Layout,Karnataka,Bagalkot,587101.0,,,,,,,,16.1725355,75.6557206
11552,"28.5962004, 77.0731176",Tulasigirish Diabetes Hospital,[],"Near Durga Vihar , Mahaveer Road",Karnataka,Bagalkot,587101.0,,,,,,,,28.5962004,77.0731176
11555,"16.1659578, 75.6615946",Dist Hospital,[],"#11, Navanagar, Dist Hospital",Karnataka,Bagalkot,587102.0,,,,,,,,16.1659578,75.6615946
11556,"16.1575876, 75.6469934",Hanagal Shri Kumareshwar Hospital,[],Navanagar Navanagar,Karnataka,Bagalkot,587102.0,,,,,,,,16.1575876,75.6469934
11557,"16.1575876, 75.6469934",S Nijalingappa Medical College and Hsk Hospital and Research Center,[],Navanagar,Karnataka,Bagalkot,587102.0,,,,,,,,16.1575876,75.6469934
11558,"15.9563219, 76.1145993",Dr. Gururaj K. Kakhandki Maternity and Nursing Home,[],"District  , Ilkal",Karnataka,Bagalkot,587125.0,,,,,,,,15.9563219,76.1145993
11559,"16.8301708, 75.710031",Kathare Nursing Home,[],Mahentesh Talkies Road Ilkal 587125 Dist Bijapur,Karnataka,Bagalkot,587125.0,,,,,,,,16.8301708,75.710031
11561,"15.9563219, 76.1145993",R P K Ayurvedic Hospital,[],Ilkal,Karnataka,Bagalkot,587125.0,,,,,,,,15.9563219,76.1145993
11562,"15.9563219, 76.1145993",Shri S S Kadapatti Memorial Hospital,[],"Joshi Galli, Ilkal",Karnataka,Bagalkot,587125.0,,,,,,,,15.9563219,76.1145993
11563,"15.9563219, 76.1145993",Srinivas Netralaya,[],"Near Bus Stand, C.M. Sudi Complex, Ilkal",Karnataka,Bagalkot,587125.0,,,,,,,,15.9563219,76.1145993
11564,"15.918622, 75.676082",R.G. Karudaga Matt Memorial Nursing Home,[],"Tippunagar Station Rd, Badami",Karnataka,Bagalkot,587201.0,,,,,,,,15.918622,75.676082
11567,"16.5066077, 75.2923992",Gurukrupa Nursing Home,[],Ambedkar Circle Bijapur Road Jamkhandi,Karnataka,Bagalkot,587301.0,,,,,,,,16.5066077,75.2923992
11568,"16.5089868, 75.2836109",Kadlewad Hospital,[],"Near Desai Circle, Jamakhandi",Karnataka,Bagalkot,587301.0,,,,,,,,16.5089868,75.2836109
11570,"18.5240566, 73.8646945",Baddur Clinic,[],"Mangalwar Peth, Banhatti, Tq - Jamkhandi Tq - Jamkhandi",Karnataka,Bagalkot,587311.0,,,,,,,,18.5240566,73.8646945
11572,"16.3896542, 75.1107527",Dr Ar Belagalis Hospital,[],Vidya Nagar Vidya Nagar Mahalingpur,Karnataka,Bagalkot,587312.0,,,,,,,,16.3896542,75.1107527
11573,"16.1725355, 75.6557206",Sharan Hospital - Mahalingpur,[],Javali Bazar,Karnataka,Bagalkot,587312.0,,,,,,,,16.1725355,75.6557206
11574,"16.3896542, 75.1107527",Shrinivas Nursing Home,[],"Srinivas Nursing Home , Near Basaweshwar , Circle Mahalingapur",Karnataka,Bagalkot,587312.0,,,,,,,,16.3896542,75.1107527
11575,"16.3331873, 75.2851599",Chetana Hospital,[],"Shivaji Circle ,Mudhol",Karnataka,Bagalkot,587313.0,,,,,,,,16.3331873,75.2851599
11576,"16.3333105, 75.2858208",Hosur Hospital,[],"Bathgaddimath Rd, Shivaji Circle, Mudhol",Karnataka,Bagalkot,587313.0,,,,,,,,16.3333105,75.2858208
11578,"16.3331873, 75.2851599",Sanjivini Children Hospital,[],"Shivaji Cirle, Mudhol",Karnataka,Bagalkot,587313.0,,,,,,,,16.3331873,75.2851599
11579,"16.3333105, 75.2858208",Sri Sai Orthopaedic Trauma Center,[],"Yadawad Rd, Mudhol",Karnataka,Bagalkot,587313.0,,,,,,,,16.3333105,75.2858208
11580,"16.3333105, 75.2858208",V.K.Patil Memorial Orthopadic Hospital,[],"Ranna Circal, Mudhol",Karnataka,Bagalkot,587313.0,,,,,,,,16.3333105,75.2858208
11585,"16.494439, 75.0523534",Padma Ayurvedic Hospital and Research Centre,[],"Padma Nagar,Terdal",Karnataka,Bagalkot,587315.0,,,,,,,,16.494439,75.0523534
11586,"16.5043199, 75.2917512",Shri Clinic And Meternity Home,[],"Terdal, Jamkhandi",Karnataka,Bagalkot,587315.0,,,,,,,,16.5043199,75.2917512
11587,"13.1042445, 77.5713193",Abhishek Nethradhama,[],"Hig 2024, 3Rd 'B' Cross , Near State Bank Of India Yelahanka New Town",Karnataka,Bengaluru Rural,560060.0,,,,,,,,13.1042445,77.5713193
11588,"12.9179181, 77.482727",Adishesha Netralaya,[],"1St Main,Kangeri Satellite Town",Karnataka,Bengaluru Rural,560060.0,,,,,,,,12.9179181,77.482727
11591,"12.9571634, 77.5311738",Gautham Nursing Home,[],"No-287,4Th Main Road, 2Nd Cross ,Kengeri Satellite Town",Karnataka,Bengaluru Rural,560060.0,,,,,,,,12.9571634,77.5311738
11594,"13.2846993, 77.6077865",S.L.N.S.Hospital,[],Kengeri,Karnataka,Bengaluru Rural,560060.0,,,,,,,,13.2846993,77.6077865
11595,"12.9121521, 77.537726",Sahana Hospital,[],"143, 2Nd Main, 7Th Cross, Kengeri Satellite Town",Karnataka,Bengaluru Rural,560060.0,,,,,,,,12.9121521,77.537726
11596,"12.924789, 77.5473131",Shreya Hospital,[],"No 73, 3Rd Main Road, Kengeri Satellite Town, Kengeri",Karnataka,Bengaluru Rural,560060.0,,,,,,,,12.924789,77.5473131
11597,"13.0069012, 77.5603496",Smt.Shantha and Sri J.A.Narayanarao Foundation For Medical Sciences,[],"No.878/879, 1St 'A' Main Road,Kengeri Satellite Town",Karnataka,Bengaluru Rural,560060.0,,,,,,,,13.0069012,77.5603496
11599,"13.2846993, 77.6077865",Sri Annapoorneshwari Hospital,[],80 Ft. Road,Karnataka,Bengaluru Rural,560060.0,,,,,,,,13.2846993,77.6077865
11601,"12.9911307, 77.5937662",Bhagwan Mahaveer Jain Hospital,[],"17, Millers Road, Vasanthnagar",Karnataka,Bengaluru Rural,560062.0,,,,,,,,12.9911307,77.5937662
11602,"12.8991292, 77.5563057",Metro Hospital,[],No. 21/3 Vasanthpur Main Road Konanakunte Cross,Karnataka,Bengaluru Rural,560062.0,,,,,,,,12.8991292,77.5563057
11603,"12.8845351, 77.5700356",Rajnandani Hospital - Bangalore,[],"#3, 6 Th Cross, Old Bank Colony, Konanakunte",Karnataka,Bengaluru Rural,560062.0,,,,,,,,12.8845351,77.5700356
11604,"12.8629705, 77.5750517",Recoup Neuromusculoskeletal Rehabilitation Centre,[],"No 312, 10Th Block, Anjanapura Layout, 80 Feet Road",Karnataka,Bengaluru Rural,560062.0,,,,,,,,12.8629705,77.5750517
11606,"12.9510077, 77.591831",Bhaanu Nursing Home,[],"69/5B, Hesur Main Road, Bommanahalli, Bangalore",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.9510077,77.591831
11607,"12.9067146, 77.6290895",Blossom Hospital,[],"Bommanahalli, Hosur Road",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.9067146,77.6290895
11608,"12.9267539, 77.6162491",City Clinic,[],"Maruthi Nagar, 1St Main, Madiwala",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.9267539,77.6162491
11609,"12.9335748, 77.607332",Dr Pramod Singhs Clinic and Day Care Centre,[],"No.43/1(999), Sreelakshmi Venkateswara Nilaya, M.G. Palya Main Road Bommanahalli",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.9335748,77.607332
11612,"12.9165757, 77.6101163",Karanth Speciality Hospital,[],"No 72, 35Th Main 1St Cross 100 Ft Ring Road, Btm Layour, 2Nd Stage Btm Layout",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.9165757,77.6101163
11613,"12.9238494, 77.6173141",Kaveri Nursing Home Pvt. Ltd.,[],"4/1, 3Rd Cross,Hosur Main Road, Madiwala",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.9238494,77.6173141
11614,"12.872581, 77.620843",Kavya Hospital,[],"No 4/158, Hongasandra Begur Main Road Bdgur Main Road",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.872581,77.620843
11615,"13.0135067, 77.6441557",Kranthi Speciality Hospital,[],"72,35 Th Main ,1St Cross 100 Ft Road",Karnataka,Bengaluru Rural,560068.0,,,,,,,,13.0135067,77.6441557
11616,"12.9267346, 77.616772",Live Hundred Hospital,[],"104/1, Singasandra Hosur Road",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.9267346,77.616772
11617,"12.9086378, 77.6045368",Mahanth Hospital,[],"No-8, 1St Cross Ngr Layout Roopera Agrahara",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.9086378,77.6045368
11618,"12.9544164, 77.585561",Prashanth Hospital-,[],"No. 90/D, Bommanahalli Circel, Hosurmain Road",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.9544164,77.585561
11620,"12.9236246, 77.6184528",Shri Vinayaka Netralaya,[],"No. 78, Nagaraj Complex, Hosur Main Road, Madiwala",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.9236246,77.6184528
11621,"12.9067292, 77.6332912",Sree Tirumala Hospital,[],"No. 1141, Mangammanapalya Main Road, Bommanahalli, Hosur Road",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.9067292,77.6332912
11622,"12.9063872, 77.6296627",Uma Nursing Home,[],"Mangammanapalya Main Road, Bommanahalli",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.9063872,77.6296627
11623,"12.9157963, 77.598176",Varalakshmi Hospital,[],"No. 38/2, 2Nd Main Road, Madiwala New Extension",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.9157963,77.598176
11625,"12.8918999, 77.6258402",Vinayaka Health Care andMaternity Home,[],"13/29,Prathik Complexhongaasandra, Begur Road",Karnataka,Bengaluru Rural,560068.0,,,,,,,,12.8918999,77.6258402
11626,"12.9350703, 77.5741292",Ashwini Surgical Nursing Home,[],"54/38 Iii Main Road, Vii Block, Jayanagar",Karnataka,Bengaluru Rural,560082.0,,,,,,,,12.9350703,77.5741292
11627,"12.9262771, 77.5773302",Deepak Nursing Home,[],"259, 33 Cross, Kanakapura Main Road, 7 Block, Jayanagar",Karnataka,Bengaluru Rural,560082.0,,,,,,,,12.9262771,77.5773302
11628,"12.920812, 77.587344",J B S Nursing Home,[],"27/B, 39Th Cross,8Th Block, Jayanagar",Karnataka,Bengaluru Rural,560082.0,,,,,,,,12.920812,77.587344
11629,"12.8908649, 77.5961959",Mayo Hospital,[],"No-124, Kanakpura Main Road Jayanagar 7Th Block",Karnataka,Bengaluru Rural,560082.0,,,,,,,,12.8908649,77.5961959
11630,"12.925255, 77.577359",Nethradhama Hospitals Pvt. Ltd,[],"# 256/14, Kanakapura Main Road, 7Th Block, Jayanagar",Karnataka,Bengaluru Rural,560082.0,,,,,,,,12.925255,77.577359
11632,"12.8908649, 77.5961959",Srushti Hospital,[],"124, Kanakapura Main Road, Jayanagara 7Th Block, Bangalore",Karnataka,Bengaluru Rural,560082.0,,,,,,,,12.8908649,77.5961959
11633,"12.8905223, 77.6033668",Yediyur Meternity Hospital,[],"7Th Main, 4Th Cross, Kanakpura Main Rd, Bangalore North",Karnataka,Bengaluru Rural,560082.0,,,,,,,,12.8905223,77.6033668
11635,"13.0730767, 77.5030755",Sapthagiri Hospital,[],"#15, Chikkasandra, Hesaraghatta Main Road",Karnataka,Bengaluru Rural,560090.0,,,,,,,,13.0730767,77.5030755
